"id","name","overall_status","first_trimester_status","second_trimester_status","third_trimester_status","delivery_status","summary","source_url"
"1793","GAIAZULENE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1794","GANCICLOVIR","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1536","GENTAMICINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec gentamicine en cours de grossesse sont limitées (quelques cas seulement), sans signal de risque malformatif significatif retenu à ce jour. En cas de traitement prolongé ou répété, tenir compte de l’exposition in utero à la gentamicine lors du dépistage néonatal des troubles de l’audition (cf.","https://www.lecrat.fr/7712/"
"1795","GINKGO BILOBA","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1796","GLARGINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1537","GLIBENCLAMIDE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de glibenclamide reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.","https://www.lecrat.fr/9002/"
"1797","GLICLAZIDE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1798","GLIMEPIRIDE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1799","GLIPIZIDE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1800","GLIQUIDONE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1801","GLUCAGON","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1802","GLUCONOLACTATE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1803","GLULISINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1804","GLYCOPYRRONIUM BROMIDE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1805","GONADOTROPHINE CHORIONIQUE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1806","GRISEOFULVINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1538","HALOPERIDOL","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à haloperidol sont nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre.","https://www.lecrat.fr/12044/"
"1539","HEPTAMINOL","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de heptaminol reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.","https://www.lecrat.fr/8537/"
"1807","HEXAMIDINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1540","HYDROCHLOROTHIAZIDE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","Le hydrochlorothiazide est classé CAUTION en raison d'un profil de risque nécessitant des précautions spécifiques selon le terme de la grossesse. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.","https://www.lecrat.fr/7226/"
"1808","HYDROCHLOROTHIZIDE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1809","HYDROCHLORTHIAZIDE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1541","HYDROCORTISONE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec hydrocortisone en cours de grossesse sont nombreuses, sans signal de risque malformatif significatif retenu à ce jour. Un impact sur la surrénale fœtale et néonatale est possible en théorie avec tous les corticoïdes administrés à la mère par voie générale en fin de grossesse.","https://www.lecrat.fr/5077/"
"1810","HYDROQUINONE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1811","HYDROXOCOBALAMINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1542","HYDROXYCHLOROQUINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à hydroxychloroquine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Les données de la littérature sur cet aspect restent toutefois contradictoires et ce résultat doit être confirmé par d’autres travaux L’hydroxychloroquine","https://www.lecrat.fr/3386/"
"1812","HYDROXYDE D'AL ET DE MG","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1543","HYDROXYZINE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","Le hydroxyzine est classé CAUTION en raison d'un profil de risque nécessitant des précautions spécifiques selon le terme de la grossesse. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.","https://www.lecrat.fr/3899/"
"1813","HYPOCHLORITE DE SODIUM","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1814","HYPROMELLOSE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1544","IBUPROFEN","UNSAFE","CAUTION","CAUTION","UNSAFE","CAUTION","Ibuprofen est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale et de toxicité cardiovasculaire est également documenté.","https://www.lecrat.fr/15292/"
"1545","INDACATEROL","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec indacaterol en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour.","https://www.lecrat.fr/8024/"
"1546","INDAPAMIDE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de indapamide reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.","https://www.lecrat.fr/11551/"
"1547","INDOMETACINE","UNSAFE","CAUTION","CAUTION","UNSAFE","CAUTION","Indometacine est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale et de toxicité cardiovasculaire est également documenté.","https://www.lecrat.fr/13468/"
"1815","INSULINE ASPARTATE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1816","INSULINE ASPARTE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1817","INSULINE DEGLUDEC","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1818","INSULINE HUMAINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1548","IOBITRIDOL","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec iobitridol en cours de grossesse sont nombreuses, sans signal de risque malformatif significatif retenu à ce jour.","https://www.lecrat.fr/9780/"
"1549","IOPAMIDOL","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec iopamidol en cours de grossesse sont nombreuses, sans signal de risque malformatif significatif retenu à ce jour.","https://www.lecrat.fr/9780/"
"1819","IPRATROPIUM BROMURE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1550","IRBESARTAN","UNSAFE","SAFE","UNSAFE","UNSAFE","CAUTION","Irbesartan est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale est également documenté.","https://www.lecrat.fr/7378/"
"1820","IRGASAN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1551","ISOCONAZOLE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec isoconazole en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/10276/"
"1552","ISONIAZIDE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec isoniazide en cours de grossesse sont très nombreuses, sans signal de risque malformatif significatif retenu à ce jour.","https://www.lecrat.fr/8414/"
"1821","ISOSORBIDE DINITRATE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1553","ISOTRETINOINE","UNSAFE","UNSAFE","UNSAFE","UNSAFE","UNSAFE","Isotretinoine est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. L’isotrétinoïne par voie orale entraîne un syndrome malformatif dans environ 20% des cas.","https://www.lecrat.fr/6376/"
"1554","ISRADIPINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec isradipine en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour.","https://www.lecrat.fr/9379/"
"1822","IVABRADINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1555","KETOCONAZOLE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à ketoconazole sont nombreuses et aucun effet malformatif n'est retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/7564/"
"1556","KETOPROFENE","UNSAFE","CAUTION","CAUTION","UNSAFE","CAUTION","Ketoprofene est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale et de toxicité cardiovasculaire est également documenté.","https://www.lecrat.fr/15338/"
"1557","KETOTIFENE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec ketotifene en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/6804/"
"1823","LACTOBACILLUS ACIDOPHILUS","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1558","LAMOTRIGINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à lamotrigine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. A terme, les concentrations plasmatiques maternelles et néonatales sont équivalentes.","https://www.lecrat.fr/7035/"
"1559","LANSOPRAZOLE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à lansoprazole sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/12850/"
"1560","LATANOPROST","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec latanoprost en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/9944/"
"1561","LEFLUNOMIDE","UNSAFE","UNSAFE","UNSAFE","UNSAFE","UNSAFE","Leflunomide est classé UNSAFE en raison d'un effet tératogène documenté constituant une contre-indication à son utilisation pendant la grossesse. Les données publiées chez les femmes enceintes exposées au léflunomide ou au tériflunomide au 1er trimestre de la grossesse sont nombreuses et aucun effet malformatif attribuable au traitement n’est Aspect infectieux Du fait de l’immunosuppression induite par le traitement, un risque accru d’infections materno-foetales est théoriquement possible chez les femmes enceintes traitées par léflunomide/tériflunomide (listériose, CMV, toxoplasmose…).","https://www.lecrat.fr/10803/"
"1562","LERCANIDIPINE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de lercanidipine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.","https://www.lecrat.fr/7234/"
"1563","LEVETIRACETAM","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à levetiracetam sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. A terme, les concentrations maternelles et néonatales sont équivalentes.","https://www.lecrat.fr/7045/"
"1564","LEVOCABASTINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec levocabastine en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/6924/"
"1565","LEVOCETIRIZINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à levocetirizine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/3101/"
"1824","LEVODOPA","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1566","LEVOFLOXACINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à levofloxacine sont nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/13191/"
"1567","LEVOMEPROMAZINE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de levomepromazine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.","https://www.lecrat.fr/12107/"
"1568","LEVONORGESTREL","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à levonorgestrel sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/19659/"
"1825","LEVOTHYROXINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1826","LH","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1569","LIDOCAINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à lidocaine sont nombreuses et aucun effet malformatif n'est retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/8323/"
"1827","LINCOMYCINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1828","LINDANE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1829","LIPINUS ALBUS","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1696","LITHIUM CARBONATE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","Le lithium peut être utilisé pendant la grossesse uniquement si aucune alternative plus sûre n'est disponible, avec surveillance prénatale rapprochée.","https://www.lecrat.fr/11974/"
"1570","LOPERAMIDE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à loperamide sont nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Aspect néonatal En théorie, l’administration d’un médicament jusqu’à l’accouchement peut entraîner des effets néonatals dont la nature se superpose souvent aux effets recherchés et/ou indésirables chez l’adulte.","https://www.lecrat.fr/6597/"
"1571","LORATADINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à loratadine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/3673/"
"1572","LORAZEPAM","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à lorazepam sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Il est caractérisé notamment par une hyperexcitabilité, une agitation et des trémulations néonatales survenant à distance de l’accouchement.","https://www.lecrat.fr/6061/"
"1573","LOSARTAN","UNSAFE","SAFE","UNSAFE","UNSAFE","CAUTION","Losartan est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale est également documenté.","https://www.lecrat.fr/7384/"
"1830","LUTROPINE ALFA","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1831","MAGNESIUM CARBONATE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1832","MAGNESIUM HYDROXYDE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1833","MAGNESIUM TRISILICATE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1574","MANIDIPINE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de manidipine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.","https://www.lecrat.fr/9381/"
"1575","MEBENDAZOLE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à mebendazole sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/7657/"
"1834","MEBEVERINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1576","MEDROGESTONE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à medrogestone sont très nombreuses et aucun effet malformatif n'est retenu à ce jour.","https://www.lecrat.fr/11315/"
"1835","MELANGE ACARIENS DERMATOPHAGOIDES(PTERONYSSINUS+FARINAE)","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1577","MELOXICAM","UNSAFE","CAUTION","CAUTION","UNSAFE","CAUTION","Meloxicam est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale et de toxicité cardiovasculaire est également documenté.","https://www.lecrat.fr/15368/"
"1836","MENTHA PIPERITA","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1837","MEPHENESINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1838","MEPROBAMATE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1578","MEQUITAZINE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de mequitazine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.","https://www.lecrat.fr/6812/"
"1839","MERCUROBUTOL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1579","MESALAZINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à mesalazine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre.","https://www.lecrat.fr/10857/"
"1580","METFORMINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à metformine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre.","https://www.lecrat.fr/8992/"
"1581","METHOTREXATE","UNSAFE","UNSAFE","UNSAFE","UNSAFE","UNSAFE","Methotrexate est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Des tableaux malformatifs ont été observés dès 12,5 mg en dose totale.","https://www.lecrat.fr/3331/"
"1840","METHYCLOTHIAZIDE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1582","METHYLDOPA","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à methyldopa sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Chez les nouveau-nés la demi-vie d’élimination plasmatique de la méthyldopa est plus longue que celle de l’adulte (2 à 3 heures).","https://www.lecrat.fr/7193/"
"1841","METHYLERGOMETRINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1583","METHYLPREDNISOLONE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec methylprednisolone en cours de grossesse sont nombreuses, sans signal de risque malformatif significatif retenu à ce jour.","https://www.lecrat.fr/3521/"
"1842","METHYLTHIONINIUM","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1584","METOCLOPRAMIDE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à metoclopramide sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/3419/"
"1585","METOPROLOL","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à metoprolol sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre.","https://www.lecrat.fr/4326/"
"1586","METRONIDAZOLE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à metronidazole sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/10412/"
"1587","MICONAZOLE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à miconazole sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/7524/"
"1588","MIRTAZAPINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec mirtazapine en cours de grossesse sont très nombreuses, sans signal de risque malformatif significatif retenu à ce jour.","https://www.lecrat.fr/4116/"
"1589","MISOPROSTOL","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","Le misoprostol est classé CAUTION en raison d'un profil de risque nécessitant des précautions spécifiques selon le terme de la grossesse.","https://www.lecrat.fr/3357/"
"1590","MIZOLASTINE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de mizolastine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.","https://www.lecrat.fr/6826/"
"1843","MOLSIDOMINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1591","MOMETASONE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à mometasone sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En effet, un asthme mal équilibré peut avoir un effet délétère sur la grossesse/le nouveau-né (prématurité, petit poids de naissance…).","https://www.lecrat.fr/8128/"
"1592","MONTELUKAST","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à montelukast sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. En effet, un asthme mal équilibré peut avoir un effet délétère sur la grossesse/le nouveau-né (prématurité, petit poids de naissance…).","https://www.lecrat.fr/4943/"
"1844","MONTMORILLONITE BEIDELLITIQUE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1593","MORPHINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à morphine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Il survient à distance de la naissance (de quelques heures à quelques jours) et se manifeste notamment par une irritabilité, des trémulations, un cri aigu et une hypertonie.","https://www.lecrat.fr/4552/"
"1594","MOXONIDINE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de moxonidine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.","https://www.lecrat.fr/9383/"
"1595","MUPIROCINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec mupirocine en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/13403/"
"1730","N-BROMURE D'IPRATROPIUM","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1731","N-BUTYLHYOSCINE BROMURE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1845","NADROPARINE CALCIQUE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1846","NAFTIDROFURYL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1847","NAPHAZOLINE NITRATE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
