dci_name,overall_status,trimester_details/T1,trimester_details/T2,trimester_details/T3,trimester_details/DELIVERY,summary,source_url
MEDROGESTONE,SAFE,SAFE,SAFE,SAFE,CAUTION,Les données publiées chez les femmes enceintes exposées à medrogestone sont très nombreuses et aucun effet malformatif n'est retenu à ce jour.,https://www.lecrat.fr/11315/
MELOXICAM,UNSAFE,CAUTION,CAUTION,UNSAFE,CAUTION,"Meloxicam est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale et de toxicité cardiovasculaire est également documenté.",https://www.lecrat.fr/15368/
MEQUITAZINE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"La classification CAUTION de mequitazine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.",https://www.lecrat.fr/6812/
MESALAZINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à mesalazine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre.",https://www.lecrat.fr/10857/
METFORMINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à metformine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre.",https://www.lecrat.fr/8992/
METHOTREXATE,UNSAFE,UNSAFE,UNSAFE,UNSAFE,UNSAFE,"Methotrexate est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Des tableaux malformatifs ont été observés dès 12,5 mg en dose totale.",https://www.lecrat.fr/3331/
METHYLDOPA,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à methyldopa sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Chez les nouveau-nés la demi-vie d’élimination plasmatique de la méthyldopa est plus longue que celle de l’adulte (2 à 3 heures).",https://www.lecrat.fr/7193/
METHYLPREDNISOLONE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec methylprednisolone en cours de grossesse sont nombreuses, sans signal de risque malformatif significatif retenu à ce jour.",https://www.lecrat.fr/3521/
METOCLOPRAMIDE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à metoclopramide sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.",https://www.lecrat.fr/3419/
METOPROLOL,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à metoprolol sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre.",https://www.lecrat.fr/4326/
METRONIDAZOLE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à metronidazole sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.",https://www.lecrat.fr/10412/
MICONAZOLE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à miconazole sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.",https://www.lecrat.fr/7524/
MIRTAZAPINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec mirtazapine en cours de grossesse sont très nombreuses, sans signal de risque malformatif significatif retenu à ce jour.",https://www.lecrat.fr/4116/
MISOPROSTOL,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,Le misoprostol est classé CAUTION en raison d'un profil de risque nécessitant des précautions spécifiques selon le terme de la grossesse.,https://www.lecrat.fr/3357/
MIZOLASTINE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"La classification CAUTION de mizolastine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.",https://www.lecrat.fr/6826/
MOMETASONE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à mometasone sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En effet, un asthme mal équilibré peut avoir un effet délétère sur la grossesse/le nouveau-né (prématurité, petit poids de naissance…).",https://www.lecrat.fr/8128/
MONTELUKAST,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à montelukast sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. En effet, un asthme mal équilibré peut avoir un effet délétère sur la grossesse/le nouveau-né (prématurité, petit poids de naissance…).",https://www.lecrat.fr/4943/
MORPHINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à morphine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Il survient à distance de la naissance (de quelques heures à quelques jours) et se manifeste notamment par une irritabilité, des trémulations, un cri aigu et une hypertonie.",https://www.lecrat.fr/4552/
MOXONIDINE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"La classification CAUTION de moxonidine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.",https://www.lecrat.fr/9383/
MUPIROCINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec mupirocine en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.",https://www.lecrat.fr/13403/
NAPROXENE,UNSAFE,CAUTION,CAUTION,UNSAFE,CAUTION,"Naproxene est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale et de toxicité cardiovasculaire est également documenté.",https://www.lecrat.fr/15359/
NEBIVOLOL,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec nebivolol en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour.",https://www.lecrat.fr/7442/
NEFOPAM,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec nefopam en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.",https://www.lecrat.fr/7885/
NEOMYCINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec neomycine en cours de grossesse sont limitées (quelques cas seulement), sans signal de risque malformatif significatif retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.",https://www.lecrat.fr/5053/
NICARDIPINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec nicardipine en cours de grossesse sont très nombreuses, sans signal de risque malformatif significatif retenu à ce jour. Par voie IV, dans la menace d’accouchement prématurée, quelques cas d’œdèmes aigus du poumon maternels ont été rapportés.",https://www.lecrat.fr/7162/
NIFEDIPINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec nifedipine en cours de grossesse sont très nombreuses, sans signal de risque malformatif significatif retenu à ce jour. Pictogrammes sur les boîtes de médicaments : le CRAT n’est pas d’accord .",https://www.lecrat.fr/7173/
NITRENDIPINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec nitrendipine en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour.",https://www.lecrat.fr/9377/
NITROFURANTOINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à nitrofurantoine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.",https://www.lecrat.fr/6683/
NOMEGESTROL,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à nomegestrol sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.",https://www.lecrat.fr/11370/
NORFLOXACINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à norfloxacine sont nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.",https://www.lecrat.fr/12885/
NYSTATINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à nystatine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.",https://www.lecrat.fr/10278/
OFLOXACINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à ofloxacine sont nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.",https://www.lecrat.fr/6625/
OLANZAPINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à olanzapine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. A terme, les concentrations plasmatiques néonatales sont proches de celles de la mère (70% en moyenne).",https://www.lecrat.fr/12025/
OLMESARTAN,UNSAFE,SAFE,UNSAFE,UNSAFE,CAUTION,"Olmesartan est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale est également documenté.",https://www.lecrat.fr/7392/
OLOPATADINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec olopatadine en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.",https://www.lecrat.fr/6930/
OMEPRAZOLE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à omeprazole sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.",https://www.lecrat.fr/12876/
PANTOPRAZOLE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à pantoprazole sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.",https://www.lecrat.fr/12889/
PARACETAMOL,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à paracetamol sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.",https://www.lecrat.fr/4165/
PAROXETINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à paroxetine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Chez environ 30% des nouveau-nés de mères traitées jusqu’à l’accouchement par un antidépresseur IRSS/IRSNa, des symptômes néonatals, le plus souvent transitoires, peu sévères et de courte durée, peuvent apparaître dans les premiers jours de vie.",https://www.lecrat.fr/4033/
PERINDOPRIL,UNSAFE,SAFE,UNSAFE,UNSAFE,CAUTION,"Perindopril est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale est également documenté.",https://www.lecrat.fr/7320/
PEROXYDE DE BENZOYLE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec peroxyde de benzoyle en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.",https://www.lecrat.fr/6314/
PHENOBARBITAL,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"Le phenobarbital est classé CAUTION en raison d'un profil de risque nécessitant des précautions spécifiques selon le terme de la grossesse. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.",https://www.lecrat.fr/8134/
PHENYTOINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec phenytoine en cours de grossesse sont très nombreuses, sans signal de risque malformatif significatif retenu à ce jour. Aspect néonatal La phénytoïne",https://www.lecrat.fr/7086/
PILOCARPINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec pilocarpine en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour.",https://www.lecrat.fr/9942/
PIMOZIDE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"La classification CAUTION de pimozide reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.",https://www.lecrat.fr/12033/
PIPAMPERONE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"La classification CAUTION de pipamperone reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.",https://www.lecrat.fr/12085/
PIPOTIAZINE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"La classification CAUTION de pipotiazine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.",https://www.lecrat.fr/12064/
PIRACETAM,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"La classification CAUTION de piracetam reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.",https://www.lecrat.fr/10379/
PIROXICAM,UNSAFE,CAUTION,CAUTION,UNSAFE,CAUTION,"Piroxicam est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale et de toxicité cardiovasculaire est également documenté.",https://www.lecrat.fr/15336/
PIZOTIFENE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"La classification CAUTION de pizotifene reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.",https://www.lecrat.fr/4381/
POLIOMYELITE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à poliomyelite sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.",https://www.lecrat.fr/9583/
POLYETHYLENE GLYCOL,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"La classification CAUTION de polyethylene glycol reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.",https://www.lecrat.fr/8711/
POLYMYXINE B,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec polymyxine b en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. L'utilisation en fin de grossesse doit rester prudente en raison d'une possible toxicité fœtale rénale ou cardiovasculaire à doses élevées.",https://www.lecrat.fr/5046/
PRAVASTATINE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"Le pravastatine est classé CAUTION en raison d'un profil de risque nécessitant des précautions spécifiques selon le terme de la grossesse. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.",https://www.lecrat.fr/8622/
PRAZEPAM,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à prazepam sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Aspect néonatal Les benzodiazépines utilisées jusqu’à l’accouchement peuvent entraîner chez le nouveau-né deux types d’évènements transitoires qui peuvent se succéder : Des signes d’imprégnation cf.",https://www.lecrat.fr/3817/
PRAZOSINE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"La classification CAUTION de prazosine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.",https://www.lecrat.fr/9350/
PREDNISOLONE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec prednisolone en cours de grossesse sont nombreuses, sans signal de risque malformatif significatif retenu à ce jour. Dans le placenta, l’essentiel de la prednisolone est métabolisée en prednisone inactive.",https://www.lecrat.fr/3509/
PREDNISONE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec prednisone en cours de grossesse sont nombreuses, sans signal de risque malformatif significatif retenu à ce jour. La prednisolone synthétisée dans le foie maternel à partir de la prednisone est métabolisée dans le placenta en prednisone inactive.",https://www.lecrat.fr/3515/
PREGABALINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec pregabaline en cours de grossesse sont très nombreuses, sans signal de risque malformatif significatif retenu à ce jour.",https://www.lecrat.fr/12574/
PRISTINAMYCINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec pristinamycine en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.",https://www.lecrat.fr/13417/
PROGESTERONE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à progesterone sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.",https://www.lecrat.fr/11307/
PROMETHAZINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à promethazine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Par ailleurs, un effet sédatif est théoriquement possible chez les nouveau-nés de mères traitées par une phénothiazine avant l’accouchement.",https://www.lecrat.fr/3528/
PROPERICIAZINE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"La classification CAUTION de propericiazine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.",https://www.lecrat.fr/12066/
PROPRANOLOL,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à propranolol sont nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre.",https://www.lecrat.fr/4317/
PYRANTEL,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec pyrantel en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.",https://www.lecrat.fr/7588/
PYRIDOSTIGMINE BROMURE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec pyridostigmine bromure en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour.",https://www.lecrat.fr/3376/
QUETIAPINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à quetiapine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. A terme, les concentrations plasmatiques néonatales représentent environ 20% des concentrations maternelles.",https://www.lecrat.fr/12060/
RACECADOTRIL,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec racecadotril en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.",https://www.lecrat.fr/6606/
RAMIPRIL,UNSAFE,SAFE,UNSAFE,UNSAFE,CAUTION,"Ramipril est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale est également documenté.",https://www.lecrat.fr/7328/
RANITIDINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à ranitidine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.",https://www.lecrat.fr/12805/
RIFAMPICINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec rifampicine en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour.",https://www.lecrat.fr/8385/
RIFAMYCINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec rifamycine en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour.",https://www.lecrat.fr/8385/
RISEDRONATE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"La classification CAUTION de risedronate reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.",https://www.lecrat.fr/11521/
RISPERIDONE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec risperidone en cours de grossesse sont très nombreuses, sans signal de risque malformatif significatif retenu à ce jour. A terme, les concentrations néonatales correspondent en moyenne à la moitié des concentrations maternelles.",https://www.lecrat.fr/11946/
ROSUVASTATINE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"La classification CAUTION de rosuvastatine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.",https://www.lecrat.fr/8643/
ROXITHROMYCINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à roxithromycine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.",https://www.lecrat.fr/13450/
SALBUTAMOL,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à salbutamol sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. , à posologie usuelle, aucun effet fœtal ou néonatal particulier attribuable au traitement n’a été rapporté à ce jour.",https://www.lecrat.fr/8048/
SALMETEROL,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à salmeterol sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En effet, un asthme mal équilibré peut avoir un effet délétère sur la grossesse/le nouveau-né (prématurité, petit poids de naissance…).",https://www.lecrat.fr/8053/
SERTRALINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à sertraline sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Ces signes traduisent soit une imprégnation du nouveau-né, soit un syndrome de sevrage.",https://www.lecrat.fr/4044/
SILODOSINE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"La classification CAUTION de silodosine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.",https://www.lecrat.fr/11950/
SIMETICONE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec simeticone en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.",https://www.lecrat.fr/12157/
SIMVASTATINE,CAUTION,CAUTION,CAUTION,CAUTION,CAUTION,"Le simvastatine est classé CAUTION en raison d'un profil de risque nécessitant des précautions spécifiques selon le terme de la grossesse. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.",https://www.lecrat.fr/8653/
SOTALOL,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données disponibles avec sotalol en cours de grossesse sont nombreuses, sans signal de risque malformatif significatif retenu à ce jour.",https://www.lecrat.fr/9279/
SPIRAMYCINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à spiramycine sont limitées et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.",https://www.lecrat.fr/13448/
SPIRONOLACTONE,CAUTION,SAFE,CAUTION,CAUTION,CAUTION,"Le spironolactone est classé CAUTION en raison d'un profil de risque nécessitant des précautions spécifiques selon le terme de la grossesse. Au premier trimestre, les données disponibles sont rassurantes sur le plan malformatif, aucun effet tératogène n'étant retenu à ce jour. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.",https://www.lecrat.fr/11555/
SULFASALAZINE,SAFE,SAFE,SAFE,SAFE,CAUTION,"Les données publiées chez les femmes enceintes exposées à sulfasalazine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre.",https://www.lecrat.fr/10827/
